epoch,ABC-Auction_trial0,ABC-Auction_trial1,ABC-Auction_trial2,ABC-Auction_trial3,ABC-Auction_trial4,ABC-Auction_trial5,ABC-Auction_trial6,ABC-Auction_trial7,ABC-Auction_trial8,ABC-Auction_trial9,ABC-Auction_trial10,ABC-Auction_trial11,ABC-Auction_trial12,ABC-Auction_trial13,ABC-Auction_trial14
34,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
35,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
36,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
37,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
38,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
39,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
41,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
42,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
43,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
44,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
46,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
48,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
52,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
53,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
55,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
56,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
57,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
58,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
59,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
61,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
62,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
63,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
64,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
65,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
66,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
67,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
68,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
69,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
71,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
72,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
73,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
74,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
76,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
77,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
78,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
79,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
80,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
81,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
82,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
83,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
84,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
85,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
86,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
88,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
89,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
90,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
91,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
92,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
93,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
94,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
95,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
96,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
97,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
98,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
99,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
101,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
102,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
103,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
104,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
105,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
106,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
107,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
108,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
109,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
110,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
111,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
112,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
113,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
114,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
115,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
116,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
117,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
118,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
119,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
120,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
121,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
122,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
123,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
124,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
125,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
126,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
127,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
128,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
129,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
130,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
131,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
132,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
133,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
134,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
135,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
136,50,50,50,50,50,50,50,50,50,50,50,50,49,50,50
137,50,50,50,50,50,50,50,50,50,50,50,50,49,50,50
138,50,50,49,50,50,50,50,50,49,48,50,50,49,50,50
139,50,50,49,50,50,50,50,49,49,48,50,50,49,50,50
140,50,50,49,50,50,50,50,49,49,48,50,50,49,50,50
141,50,50,48,50,50,50,50,49,49,48,50,50,49,50,50
142,50,49,48,50,50,50,50,49,48,48,50,50,49,50,50
143,50,49,48,50,50,50,49,49,48,48,50,50,49,50,49
144,50,49,47,50,50,49,49,48,48,48,50,50,49,50,49
145,50,49,47,50,50,49,49,48,47,48,49,50,49,50,48
146,50,48,47,50,50,49,49,48,47,48,49,50,49,50,48
147,50,48,46,50,49,49,49,47,47,47,49,50,48,50,48
148,50,47,45,50,49,49,49,47,47,47,49,50,47,50,48
149,50,45,43,50,49,49,48,47,46,47,49,50,47,50,48
150,50,44,41,50,49,49,48,47,46,47,48,49,46,50,48
151,50,44,40,50,49,48,48,47,45,45,46,49,46,50,48
152,50,43,40,50,49,48,45,46,45,45,45,49,46,50,48
153,50,43,39,50,49,48,45,46,44,45,43,49,46,49,48
154,50,43,37,50,49,48,45,45,43,43,41,48,46,49,48
155,50,43,36,49,49,48,45,45,43,43,41,48,46,49,48
156,50,42,35,49,49,47,45,44,41,42,39,47,46,49,48
157,49,40,35,49,49,47,44,44,40,41,38,47,46,48,48
158,49,39,35,49,49,47,44,44,39,40,37,47,46,48,48
159,49,38,34,49,49,47,44,43,39,40,36,45,44,48,48
160,49,37,33,48,48,47,43,42,38,38,36,44,43,47,47
161,49,37,32,47,47,47,42,42,38,38,34,43,43,47,46
162,49,36,31,47,45,47,42,42,38,38,32,43,43,46,46
163,49,36,30,46,44,47,40,42,38,37,31,43,43,45,46
164,49,34,28,45,43,47,38,42,36,35,31,43,43,44,46
165,48,34,26,44,43,47,38,42,36,35,31,43,42,42,44
166,47,34,26,42,43,46,37,40,36,33,29,43,42,42,44
167,46,33,26,41,43,46,37,40,35,32,29,43,42,42,43
168,46,32,25,40,43,45,36,40,35,31,29,43,42,41,43
169,46,32,25,40,43,45,36,39,34,30,29,42,41,41,42
170,46,31,24,40,43,45,35,39,34,30,29,41,41,41,42
171,45,31,24,40,42,44,35,39,33,30,29,40,41,41,41
172,44,31,24,40,41,44,35,38,32,29,29,40,40,41,41
173,44,31,24,39,41,44,35,38,32,28,29,40,38,41,40
174,44,31,24,38,41,43,35,38,31,28,29,40,37,41,40
175,44,31,23,38,40,43,35,38,29,27,28,40,37,41,39
176,44,31,23,35,40,43,34,38,29,27,28,40,37,41,39
177,44,30,23,35,39,41,33,38,29,27,27,40,36,41,39
178,42,30,23,35,37,41,33,37,29,26,27,39,36,40,39
179,41,30,22,34,37,41,33,37,29,26,27,39,36,39,39
180,41,30,22,33,36,41,33,37,29,26,26,39,36,39,39
181,41,29,22,33,35,41,33,37,29,26,26,39,34,39,38
182,41,28,22,33,35,41,32,37,29,26,24,37,32,39,38
183,41,28,22,33,34,41,31,37,29,26,23,37,32,38,37
184,41,28,22,33,33,41,31,37,29,26,21,36,31,37,36
185,40,27,22,33,33,41,30,37,29,25,21,35,30,37,36
186,40,27,22,32,31,41,29,37,27,24,21,35,30,36,35
187,39,26,22,31,31,40,29,37,26,24,21,35,30,35,35
188,39,26,22,31,30,38,29,36,25,24,21,35,29,35,35
189,38,26,22,31,30,38,29,35,24,24,21,35,29,34,35
190,37,26,22,31,28,38,29,35,23,24,21,34,29,34,35
191,37,26,22,30,27,37,29,35,23,24,21,34,29,34,35
192,37,26,22,28,27,36,28,35,23,24,21,34,29,34,34
193,37,26,22,28,27,36,28,35,23,24,21,34,28,34,33
194,37,26,22,28,27,36,28,35,23,23,19,34,28,34,33
195,37,25,22,28,26,36,28,34,23,23,19,34,27,34,33
196,36,25,22,28,25,36,28,34,23,23,19,33,27,34,33
197,35,24,22,28,25,36,28,34,23,22,18,33,27,34,32
198,35,24,22,28,25,35,27,34,22,22,18,33,25,33,32
199,34,24,22,28,25,34,27,34,22,22,18,33,25,32,31
200,33,24,22,27,25,34,26,33,22,21,16,33,25,32,30
201,33,24,22,26,25,34,26,33,21,21,16,32,25,32,30
202,33,23,22,26,24,33,26,33,19,21,16,32,25,31,30
203,32,22,22,26,24,33,26,33,19,21,16,32,25,30,30
204,31,22,22,26,24,33,26,33,19,20,15,32,24,29,30
205,29,22,22,26,24,33,25,33,19,20,15,32,24,29,29
206,27,22,22,25,23,33,25,33,19,20,15,32,23,29,28
207,26,22,22,24,22,33,25,33,19,20,15,31,23,29,27
208,26,21,22,23,22,32,25,32,19,18,15,31,23,29,27
209,26,21,22,23,21,31,25,32,19,18,15,31,23,29,27
210,26,21,22,23,20,31,24,32,19,17,15,30,23,29,26
211,25,21,22,22,20,31,24,31,19,17,15,30,23,29,26
212,24,20,21,21,20,31,23,31,19,17,15,30,22,29,25
213,24,20,21,21,20,31,23,31,19,17,15,30,21,29,25
214,23,20,21,20,20,30,22,31,19,17,15,30,21,29,24
215,23,20,21,19,19,30,22,30,19,16,15,30,21,27,24
216,22,20,21,18,19,30,22,30,19,16,15,30,21,27,24
217,21,19,21,17,19,29,22,30,19,16,15,30,20,26,24
218,21,17,21,17,19,29,21,30,18,16,15,30,20,26,24
219,21,17,21,17,19,29,21,30,18,16,15,30,20,26,23
220,21,17,21,17,19,29,21,30,18,16,15,30,20,26,23
221,21,17,21,17,19,28,21,30,17,16,15,30,19,26,23
222,21,17,21,16,19,27,21,30,17,16,15,30,18,26,23
223,20,17,21,16,19,26,21,29,17,16,15,30,17,25,23
224,19,17,21,16,18,26,21,28,17,16,15,30,16,25,22
225,19,17,21,16,18,25,21,28,17,16,15,30,16,25,21
226,19,17,20,16,18,25,21,28,17,16,15,30,16,25,21
227,19,17,20,16,18,25,21,28,16,16,15,29,16,24,21
228,19,17,20,16,18,25,21,27,16,16,15,28,15,24,21
229,19,16,19,16,17,25,21,27,16,16,15,28,15,24,20
230,19,16,19,16,17,24,21,27,16,16,15,27,15,24,19
231,19,16,19,16,17,23,21,27,16,16,15,27,15,24,19
232,18,15,19,16,17,22,21,27,16,16,15,27,15,24,19
233,18,15,19,15,17,22,20,27,16,16,15,26,15,24,18
234,17,15,19,15,17,22,20,27,16,16,15,26,15,24,18
235,17,15,19,15,17,22,20,27,16,16,15,26,15,24,18
236,16,15,19,15,17,22,20,27,16,16,15,26,15,24,18
237,16,15,19,14,17,22,20,25,16,16,15,26,15,23,17
238,15,15,19,14,17,22,20,25,16,16,15,26,15,23,17
239,15,15,19,14,17,22,20,25,16,16,15,26,15,22,17
240,15,15,19,14,17,22,20,25,16,16,15,26,15,22,17
241,15,15,19,14,17,21,20,25,16,16,15,26,15,22,17
242,15,14,18,14,17,21,20,25,16,16,15,26,15,22,17
243,15,14,18,14,17,21,20,25,16,16,15,26,15,22,17
244,15,14,18,14,17,21,20,25,16,16,15,26,15,22,17
245,15,14,18,14,17,21,19,24,16,15,15,26,15,22,17
246,15,14,18,14,17,21,19,23,16,15,14,26,15,22,17
247,15,13,18,14,17,21,19,23,16,15,14,26,15,22,17
248,15,13,18,14,17,21,19,23,16,15,14,26,15,22,17
249,15,13,18,14,17,21,19,22,16,15,13,25,15,22,17
250,15,13,18,14,17,20,19,20,16,15,13,25,15,22,17
251,15,13,18,13,17,20,19,20,16,15,13,25,15,22,17
252,15,13,18,13,17,20,19,20,16,15,13,25,15,21,17
253,15,13,18,12,17,20,19,20,16,15,13,25,15,20,17
254,15,13,18,12,17,20,19,20,15,15,13,25,15,20,17
255,15,12,18,12,17,20,19,20,15,15,13,25,15,20,17
256,15,12,18,12,17,20,18,20,15,15,13,25,15,20,17
257,15,12,18,12,17,20,18,20,15,15,13,25,15,20,17
258,15,12,18,12,17,20,18,20,15,15,12,25,15,20,17
259,15,12,18,12,17,20,18,20,15,15,12,24,14,20,16
260,15,12,18,12,17,20,18,19,15,15,12,24,13,20,16
261,15,12,17,12,17,20,18,19,15,15,12,24,13,19,16
262,14,12,17,12,16,20,18,19,15,15,12,24,13,19,16
263,13,12,17,12,16,20,18,19,15,15,12,24,13,18,16
264,13,12,17,12,16,20,18,19,15,15,12,23,13,18,16
265,13,12,17,12,16,19,18,19,15,15,12,23,13,16,16
266,13,12,17,12,16,19,18,19,15,15,12,23,13,16,16
267,13,12,17,12,16,19,18,19,15,15,12,23,13,16,16
268,13,12,17,11,16,19,18,19,15,15,12,23,13,16,16
269,13,12,17,11,16,19,18,19,15,15,12,23,12,16,16
270,13,12,17,11,16,18,18,19,14,15,12,23,12,16,16
271,13,12,17,11,16,18,18,18,13,15,12,22,12,16,16
272,13,12,17,11,16,17,18,18,13,15,12,22,12,16,16
273,13,12,17,11,16,17,18,18,13,15,12,22,12,16,16
274,13,12,17,11,16,17,18,18,12,15,12,22,12,16,16
275,13,12,17,11,16,17,18,18,12,15,12,21,12,15,15
276,13,12,17,11,16,17,18,18,12,15,12,21,12,15,15
277,13,12,17,11,16,17,18,17,12,15,12,20,12,15,15
278,13,12,17,11,16,17,18,17,12,15,12,20,12,15,15
279,13,12,17,11,16,17,18,16,12,15,12,18,12,14,15
280,13,12,17,11,16,17,18,16,12,15,12,18,12,14,15
281,13,12,17,11,16,17,18,16,12,15,12,18,12,14,15
282,13,12,17,11,16,16,17,16,12,15,12,18,12,14,15
283,13,12,17,11,16,14,16,16,12,15,12,18,12,14,15
284,13,12,17,11,16,13,16,16,12,15,12,18,12,14,15
285,13,12,17,11,16,13,16,16,12,15,11,18,12,14,15
286,13,12,17,11,16,13,16,16,12,15,11,18,12,14,15
287,13,12,17,11,16,13,16,16,12,15,11,18,12,14,15
288,13,12,17,11,16,13,16,16,12,15,11,18,12,14,15
289,13,12,17,11,16,13,16,16,12,15,11,18,11,14,15
290,13,12,17,11,16,13,16,16,12,15,11,18,11,14,15
291,13,12,17,11,16,13,16,16,12,14,11,18,11,14,15
292,13,12,17,11,16,13,16,16,12,14,11,18,11,14,15
293,13,12,17,11,16,13,16,16,12,14,11,18,11,14,15
294,13,12,17,11,16,13,16,16,12,14,11,18,11,14,15
295,13,12,17,11,16,13,16,16,12,14,11,18,11,14,15
296,12,12,17,11,16,13,16,15,12,14,11,18,11,14,15
297,12,12,17,11,16,13,16,14,12,14,11,18,11,14,15
298,12,12,17,11,16,13,15,14,12,14,11,18,11,14,15
299,12,12,17,11,16,13,15,14,12,14,11,18,11,14,15
300,12,12,17,11,16,13,15,13,12,14,11,18,11,14,14
301,12,12,17,11,16,13,15,13,12,14,11,18,11,14,14
302,12,12,17,11,16,13,15,13,12,14,11,18,11,14,14
303,12,12,17,11,16,13,14,13,12,14,11,18,11,14,14
304,11,12,17,11,16,13,14,13,12,14,11,17,11,14,14
305,11,12,17,11,16,13,14,13,12,14,11,17,11,14,13
306,11,12,17,11,16,13,14,13,12,14,11,17,11,14,13
307,11,12,17,11,16,13,14,13,12,14,11,17,11,14,13
308,11,12,17,11,16,13,14,13,12,14,11,17,11,14,13
309,11,12,16,11,16,13,14,13,12,14,11,17,11,14,13
310,11,12,16,11,15,13,14,13,12,13,11,16,11,14,13
311,11,12,16,11,15,12,14,13,12,13,11,16,11,14,13
312,11,11,16,11,15,12,14,13,12,13,11,15,11,14,13
313,11,11,16,11,15,12,13,13,12,13,11,15,11,14,13
314,11,11,16,11,15,12,13,13,12,13,11,15,11,14,13
315,11,11,16,11,15,11,13,13,12,13,11,15,11,14,13
316,11,11,16,11,15,11,13,12,12,13,11,15,11,14,13
317,11,11,16,11,15,11,13,12,12,13,11,15,11,14,13
318,11,11,16,11,15,11,13,12,12,13,11,15,11,14,13
319,11,11,16,11,15,11,13,12,12,13,11,15,11,14,13
320,11,11,16,11,15,11,13,12,12,13,11,15,11,14,13
321,11,11,16,11,15,11,13,12,12,13,11,15,11,14,13
322,11,11,16,11,15,11,13,12,12,13,11,15,11,14,13
323,11,11,16,11,15,11,13,12,12,13,11,15,11,14,13
324,11,11,16,11,15,11,13,12,12,13,11,13,11,14,13
325,11,11,16,11,15,11,13,12,12,13,11,13,11,13,13
326,11,11,16,11,15,11,13,12,12,12,11,13,11,13,13
327,10,11,16,11,15,11,12,12,12,12,11,13,11,13,13
328,10,11,16,10,15,11,12,12,12,12,11,13,11,13,13
329,10,11,15,10,15,11,12,12,12,12,11,13,11,13,13
330,10,11,15,10,15,11,12,12,12,12,11,13,11,13,13
331,10,11,15,10,15,11,12,12,12,12,11,13,11,13,13
332,10,11,15,10,15,11,12,12,12,12,11,13,11,13,13
333,10,11,15,10,15,11,12,12,12,12,11,13,11,13,13
334,10,11,14,10,15,11,12,12,12,11,11,13,11,13,13
335,10,11,14,10,15,11,12,11,12,11,11,13,11,12,13
336,10,10,14,10,15,11,12,11,12,11,11,13,11,12,13
337,10,10,14,10,15,11,12,11,12,11,11,13,11,12,13
338,10,10,14,10,15,11,12,11,12,11,11,13,11,12,13
339,10,10,14,10,15,11,12,11,12,11,10,13,11,12,13
340,10,10,14,10,15,11,12,11,12,11,10,13,11,12,13
341,10,10,14,10,15,11,12,11,12,11,10,13,11,12,13
342,10,10,14,10,15,11,12,11,12,11,10,13,11,12,12
343,10,10,14,10,15,11,12,11,12,11,10,13,11,12,11
344,10,10,14,10,14,11,12,11,12,11,10,13,11,12,11
345,10,10,14,10,14,11,11,11,12,11,10,13,11,12,11
346,10,10,13,10,14,11,11,11,12,11,10,13,11,12,11
347,10,10,13,10,14,11,11,11,12,11,10,13,11,10,11
348,10,10,13,10,14,11,11,11,12,11,10,13,11,10,11
349,10,10,13,10,14,11,11,11,12,11,10,13,11,10,11
350,10,9,13,10,14,11,11,11,12,11,10,13,11,10,11
351,10,9,13,10,14,11,11,11,12,11,10,13,11,10,11
352,10,9,13,10,14,11,11,11,12,11,10,13,11,10,11
353,10,9,13,10,14,11,11,11,12,10,9,13,11,10,11
354,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
355,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
356,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
357,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
358,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
359,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
360,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
361,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
362,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
363,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
364,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
365,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
366,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
367,10,9,13,9,14,11,11,11,12,10,9,13,11,10,11
368,10,9,13,8,14,11,11,11,12,10,9,13,11,10,11
369,10,9,13,8,14,11,11,11,12,10,9,13,11,10,11
370,10,9,13,8,14,11,11,11,12,10,9,13,11,10,11
371,10,9,13,8,14,11,11,11,12,10,9,13,11,10,10
372,10,9,13,8,14,11,11,11,12,10,9,13,11,10,10
373,10,9,13,8,14,11,11,11,12,10,9,13,11,10,10
374,10,9,13,8,13,11,11,10,12,10,9,13,11,10,10
375,10,9,13,8,13,11,11,10,12,10,9,12,11,10,10
376,10,9,13,8,13,11,11,10,12,10,9,12,11,10,10
377,10,9,13,8,13,11,11,10,12,10,9,12,11,10,10
378,10,9,13,8,13,11,11,10,12,10,9,12,11,10,10
379,9,9,13,8,13,11,11,10,12,10,9,12,11,10,10
380,9,9,13,8,13,11,11,10,12,10,9,12,11,10,10
381,9,9,13,8,13,11,11,9,12,10,9,12,11,10,10
382,9,9,13,8,13,11,11,9,12,10,9,12,11,10,10
383,9,9,12,8,13,11,11,9,12,10,9,12,11,10,10
384,9,9,12,8,13,11,11,9,12,10,9,12,11,10,10
385,9,9,12,8,12,11,10,9,12,10,9,12,11,10,10
386,8,9,12,8,12,11,10,9,12,10,9,11,11,10,10
387,8,9,12,8,12,11,10,9,12,10,9,11,11,10,10
388,8,9,12,8,12,11,10,9,12,10,9,11,11,10,10
389,8,9,12,8,12,11,10,9,12,10,9,11,11,10,10
390,8,9,12,8,12,11,10,9,12,10,9,11,11,10,10
391,8,9,12,8,12,11,10,9,12,10,9,11,11,10,10
392,8,9,12,8,11,11,10,9,11,10,9,11,10,10,10
393,8,9,12,8,11,11,10,9,11,10,8,11,10,10,10
394,8,9,12,8,11,11,10,9,11,10,8,11,10,10,10
395,8,9,12,8,11,11,10,9,11,10,8,11,10,10,10
396,7,9,12,8,11,11,10,9,11,10,8,11,10,10,10
397,7,9,12,8,11,11,10,9,11,10,8,11,10,10,10
398,7,9,12,8,11,11,10,9,11,10,8,11,10,10,10
399,7,9,12,8,11,11,10,9,11,10,8,11,10,10,10
400,7,9,12,8,11,11,9,9,11,10,8,11,10,10,10
401,7,9,12,8,11,11,9,8,11,10,8,10,10,10,10
402,7,9,12,8,11,11,9,8,11,10,8,10,10,10,9
403,7,9,12,7,11,11,9,8,11,10,8,10,10,10,9
404,7,9,12,7,11,11,9,8,11,10,8,10,10,10,9
405,7,9,12,7,11,11,9,8,11,10,8,10,10,10,9
406,7,9,12,7,11,11,9,8,11,10,8,10,10,10,9
407,7,9,12,7,11,11,8,8,11,10,8,9,10,10,9
408,7,9,11,7,11,11,8,8,11,10,8,9,10,10,9
409,7,9,11,7,11,11,8,8,11,10,8,9,10,10,9
410,7,9,11,6,11,11,8,8,11,10,8,9,10,10,9
411,7,9,11,6,11,11,8,8,11,10,8,9,10,10,9
412,7,9,11,6,11,11,8,8,11,10,8,9,10,10,9
413,7,9,11,6,11,11,8,8,11,10,8,9,10,10,9
414,7,9,11,6,11,11,8,8,11,10,8,9,10,9,8
415,7,9,11,6,11,11,8,8,11,10,8,9,10,9,8
416,7,9,11,6,10,10,8,8,11,10,8,9,10,9,8
417,7,9,11,6,10,9,8,8,11,10,8,9,10,9,8
418,7,9,11,6,10,9,8,8,11,10,8,9,10,9,8
419,7,9,10,6,9,9,8,8,11,10,8,8,10,9,8
420,7,9,10,6,9,9,8,8,11,10,8,8,10,9,8
421,7,9,10,6,9,8,8,8,11,10,8,8,10,9,8
422,7,9,10,6,9,8,7,8,11,10,7,8,10,9,8
423,7,9,10,6,9,8,7,8,11,10,7,8,10,9,8
424,7,9,10,6,9,8,7,8,11,10,7,8,10,9,8
425,7,9,10,6,9,8,7,7,11,10,7,7,10,9,8
