epoch,HEED_trial0,HEED_trial1,HEED_trial2,HEED_trial3,HEED_trial4,HEED_trial5,HEED_trial6,HEED_trial7,HEED_trial8,HEED_trial9,HEED_trial10,HEED_trial11,HEED_trial12,HEED_trial13,HEED_trial14
96,43,40,42,41,43,44,43,43,41,43,44,44,43,44,44
97,43,40,42,41,43,44,43,43,41,43,44,44,43,44,44
98,43,40,42,41,43,44,43,43,41,43,44,44,43,44,44
99,42,40,42,41,43,44,43,43,41,43,43,44,43,44,44
100,42,40,42,41,43,44,42,42,41,43,43,44,43,44,44
101,42,40,42,41,43,44,42,42,40,43,42,44,43,44,44
102,42,40,41,41,43,44,42,42,40,43,42,44,43,44,44
103,41,40,41,41,43,44,42,42,40,43,42,44,43,44,44
104,41,40,41,41,43,44,41,42,40,43,42,44,43,44,44
105,41,40,41,41,43,44,40,42,40,43,42,44,42,44,44
106,41,40,41,41,42,44,40,42,40,42,42,44,42,44,44
107,41,39,41,41,42,43,40,42,40,42,42,43,42,44,43
108,40,39,40,41,42,43,40,42,40,42,42,43,42,44,43
109,40,39,40,41,42,43,40,41,40,42,42,43,42,44,43
110,40,39,40,41,42,43,40,40,40,42,42,43,42,44,43
111,40,39,40,41,42,43,40,40,40,42,42,43,41,43,43
112,40,38,40,41,42,43,40,40,40,42,41,43,41,43,43
113,40,38,40,40,42,43,40,40,40,41,41,43,41,43,43
114,40,38,40,40,41,43,40,40,40,41,39,43,41,43,43
115,40,37,40,39,41,43,40,40,40,41,39,43,40,43,43
116,40,37,40,39,41,43,40,40,40,41,39,43,40,43,43
117,39,37,40,39,41,43,40,40,40,41,39,43,40,43,43
118,39,37,40,39,40,43,40,40,40,41,39,43,39,43,43
119,39,37,40,39,40,43,40,40,40,41,39,42,39,43,42
120,39,37,40,39,40,43,40,40,39,41,39,42,38,43,42
121,39,37,40,39,40,43,40,40,39,41,39,41,38,43,42
122,39,37,40,39,40,43,39,40,39,41,37,41,38,43,42
123,39,37,40,39,40,43,38,40,39,41,37,41,38,43,42
124,39,37,40,39,39,42,38,40,39,40,36,40,38,43,42
125,39,37,40,39,39,41,38,40,39,40,36,40,38,43,42
126,39,37,40,38,39,41,38,40,39,39,35,40,38,43,42
127,39,37,40,38,38,41,38,39,39,39,35,40,38,43,42
128,39,37,40,38,38,41,38,39,39,39,35,40,38,42,42
129,39,37,39,38,38,41,38,39,39,39,35,40,38,42,40
130,39,37,39,38,38,41,38,39,38,39,35,40,38,42,40
131,39,37,39,38,38,41,38,39,38,39,35,40,38,42,40
132,39,37,38,38,38,41,38,39,38,39,34,40,38,42,40
133,38,37,38,37,38,41,38,39,37,38,34,40,38,42,39
134,38,37,38,37,37,41,38,39,37,38,34,40,38,42,39
135,38,37,38,37,36,41,38,39,36,37,34,40,38,42,39
136,38,36,37,36,36,41,38,38,36,36,34,40,37,42,39
137,38,36,36,36,36,41,37,38,36,36,34,40,37,42,38
138,38,36,36,36,36,40,37,38,36,36,34,39,37,42,38
139,38,35,36,36,36,40,37,38,36,36,34,39,37,42,38
140,38,34,36,36,36,40,37,38,36,36,34,38,36,41,38
141,38,34,36,36,36,40,37,38,36,36,34,38,36,41,38
142,38,34,36,36,35,40,37,38,36,36,34,38,36,40,38
143,38,34,36,36,35,40,37,37,36,36,34,38,36,39,38
144,38,34,36,36,35,39,37,36,36,36,34,37,36,38,38
145,38,34,36,36,35,39,36,35,36,36,34,37,36,38,38
146,38,34,36,36,35,39,36,35,36,36,33,37,36,37,37
147,38,34,36,36,35,39,36,34,36,36,33,37,36,37,37
148,38,34,35,36,35,39,36,34,36,36,33,37,36,37,37
149,38,34,34,36,35,39,36,34,36,36,33,37,35,37,37
150,38,34,34,36,34,39,36,34,36,36,33,37,35,36,37
151,38,34,34,36,34,39,36,34,36,36,33,36,35,36,37
152,38,34,34,36,34,39,36,34,36,35,33,36,34,36,36
153,38,34,34,36,34,39,35,34,36,34,33,36,33,36,35
154,38,34,34,36,34,39,34,34,36,34,33,36,32,36,35
155,38,34,33,36,34,39,33,34,34,34,32,35,32,35,35
156,38,34,33,36,34,39,33,34,34,32,31,35,32,35,35
157,38,33,33,36,34,38,33,34,33,32,31,35,32,35,35
158,37,33,33,36,33,38,33,34,32,32,31,34,32,35,35
159,37,33,33,36,33,38,33,34,32,32,31,34,32,35,35
160,37,33,33,36,33,38,33,34,32,32,31,34,32,33,34
161,37,33,33,36,33,38,33,34,32,32,31,34,32,33,34
162,37,33,33,36,33,38,33,34,32,32,31,34,32,33,33
163,37,33,33,36,33,38,33,34,32,32,31,34,32,33,33
164,37,32,33,36,33,37,33,33,31,32,31,33,32,33,33
165,37,32,33,36,33,36,32,33,30,32,31,32,32,33,33
166,37,32,32,36,33,36,32,33,30,32,30,31,32,33,33
167,37,32,32,36,33,36,32,33,30,32,30,31,32,33,33
168,36,32,32,36,33,35,31,33,30,32,30,31,32,33,33
169,36,32,32,36,33,35,30,33,30,32,30,31,31,33,32
170,36,31,32,34,33,35,30,33,30,32,30,31,31,33,32
171,36,31,32,34,33,35,30,33,30,32,30,31,31,33,32
172,36,31,32,34,33,35,30,33,30,32,30,31,31,33,32
173,35,31,32,34,33,35,30,33,30,32,29,31,31,33,32
174,34,31,31,34,33,35,29,33,30,32,29,31,31,33,32
175,34,31,31,34,33,34,29,32,30,32,29,31,31,33,32
176,33,29,29,34,33,33,29,32,30,31,29,31,30,33,32
177,33,29,29,33,33,33,29,31,30,31,28,31,30,33,32
178,33,29,29,33,33,33,29,31,30,31,28,31,30,33,32
179,33,29,28,33,33,33,29,31,30,31,28,31,30,33,32
180,33,29,27,33,33,33,29,31,30,31,28,31,30,33,32
181,33,29,27,33,33,33,29,31,30,30,28,30,30,33,32
182,33,29,26,33,33,33,28,31,30,30,28,30,30,33,31
183,33,29,26,31,33,33,28,31,30,29,28,29,30,32,31
184,33,29,26,31,33,31,27,31,29,29,28,29,30,32,31
185,33,29,26,31,33,31,27,31,28,29,28,29,30,32,31
186,33,29,26,31,33,31,27,31,28,29,28,29,29,32,31
187,33,28,26,31,33,31,27,31,28,29,28,29,29,31,31
188,33,28,26,31,33,31,27,31,27,29,27,29,29,31,31
189,32,28,26,30,33,31,27,31,27,29,27,29,29,31,30
190,32,28,26,30,32,30,27,31,27,29,27,29,29,30,30
191,32,27,26,30,32,30,27,31,27,29,27,29,29,30,30
192,32,27,26,30,31,30,27,31,27,28,27,29,29,30,30
193,32,27,26,30,30,30,27,31,27,28,27,29,29,30,29
194,32,27,26,30,30,30,27,31,27,28,26,29,29,30,29
195,32,27,26,30,30,30,27,31,27,28,26,29,29,30,29
196,32,27,26,28,30,30,27,31,27,27,26,29,29,30,29
197,32,27,25,26,30,30,27,31,27,27,26,29,29,30,29
198,32,27,25,26,30,30,27,30,27,27,26,29,29,30,28
199,31,27,24,25,30,30,27,30,27,27,26,29,28,29,28
200,31,26,24,25,29,30,27,30,27,27,26,29,28,29,28
201,31,25,24,25,29,29,27,30,27,27,26,29,28,28,26
202,31,23,24,25,28,29,27,30,27,27,26,29,28,27,26
203,31,23,24,25,28,29,27,30,27,25,25,29,28,27,25
204,31,23,23,25,28,29,27,30,27,25,25,29,28,27,25
205,31,23,23,25,28,29,27,30,27,25,25,29,28,27,25
206,30,23,23,25,28,29,27,29,27,25,24,29,28,27,25
207,30,23,22,25,28,29,27,29,27,25,24,29,28,27,25
208,30,23,22,25,28,29,27,29,26,25,24,29,28,27,25
209,30,23,22,25,28,29,27,29,26,25,24,29,27,27,25
210,30,23,22,25,28,29,27,29,26,25,24,29,27,27,24
211,29,23,22,25,28,29,27,29,26,25,24,28,27,27,24
212,29,23,22,25,28,29,27,29,26,25,24,28,26,26,24
213,29,23,22,25,28,29,27,29,25,25,24,28,26,26,24
214,29,23,22,25,28,29,27,29,24,23,24,28,26,25,24
215,29,23,22,25,28,29,27,29,24,23,23,28,26,25,23
216,29,22,22,25,28,29,27,29,24,23,23,28,25,25,23
217,29,22,21,25,28,29,27,29,24,23,23,28,24,25,23
218,29,22,21,25,28,29,27,28,24,23,22,28,24,25,23
219,29,22,21,25,28,29,26,28,24,23,22,28,23,24,23
220,29,22,21,25,28,29,26,28,24,23,22,28,23,24,23
221,28,22,21,25,28,29,26,28,23,23,22,28,23,24,23
222,28,21,21,25,27,29,26,28,23,23,22,28,22,23,23
223,28,21,21,25,27,29,26,28,23,23,22,28,22,23,23
224,28,21,20,25,27,28,26,28,23,23,22,28,22,23,23
225,28,21,19,24,27,27,26,28,22,22,22,27,22,23,23
226,28,21,19,24,27,27,26,28,21,22,22,27,22,23,23
227,28,21,19,24,26,27,25,28,19,22,21,27,22,23,23
228,28,21,19,24,26,27,25,28,19,22,21,27,21,23,23
229,28,21,19,24,26,27,25,28,19,22,21,27,21,23,23
230,28,21,19,24,26,27,25,28,19,22,21,27,21,23,23
231,27,20,19,24,26,26,25,28,19,22,20,27,21,23,23
232,26,19,19,24,26,26,25,28,19,22,20,27,21,23,23
233,26,19,19,24,26,26,25,28,19,22,20,27,21,23,23
234,26,19,19,23,26,26,24,28,19,22,20,27,20,23,23
235,26,19,19,23,26,26,24,28,19,22,20,27,20,23,23
236,26,19,19,23,26,26,24,28,19,22,20,27,20,23,23
237,26,19,19,23,26,26,24,28,19,22,20,27,20,23,23
238,26,19,19,23,26,26,24,28,19,22,20,27,20,22,23
239,26,19,19,23,26,26,23,28,19,22,20,27,20,22,23
240,26,19,19,23,26,26,23,27,19,22,20,27,20,22,23
241,26,19,19,23,25,26,22,27,19,22,20,27,20,21,23
242,26,18,19,22,25,25,22,27,19,22,20,27,20,21,23
243,26,18,19,22,25,25,22,26,19,22,20,27,20,20,23
244,26,18,19,22,25,25,22,26,19,22,20,27,20,20,22
245,26,18,18,22,25,25,22,26,19,22,19,27,20,20,22
246,26,18,18,21,25,25,22,26,19,22,19,27,20,20,22
247,24,18,18,21,25,25,22,26,19,22,19,27,20,20,22
248,24,18,18,20,25,24,22,26,19,22,19,27,20,20,22
249,24,18,18,20,25,24,22,25,19,22,19,27,20,20,22
250,24,18,18,20,25,24,22,25,18,22,19,27,20,20,22
251,24,18,18,19,25,24,22,25,18,22,19,27,20,20,21
252,24,18,17,19,25,24,22,25,18,22,19,27,20,20,21
253,23,17,17,19,25,24,21,25,18,22,18,27,20,20,21
254,23,17,17,18,25,24,21,25,18,22,18,27,20,20,21
255,23,16,17,18,25,24,21,25,18,22,17,27,20,20,21
256,23,16,17,18,25,23,21,25,18,22,17,25,20,20,21
257,23,15,17,18,25,23,21,25,18,21,17,25,20,20,21
258,23,15,17,17,25,23,21,24,18,21,17,25,20,18,21
259,23,15,16,16,25,22,21,24,18,21,17,23,20,18,20
260,23,15,16,16,25,22,21,24,18,21,17,23,20,18,20
261,23,15,16,16,25,22,21,24,18,21,17,22,19,18,20
262,23,15,16,16,25,22,21,24,18,21,17,22,19,18,20
263,23,15,16,16,25,22,20,23,18,21,17,22,19,18,20
264,23,15,16,16,25,22,20,23,18,21,17,22,19,18,19
265,23,15,15,16,25,22,20,23,18,21,16,22,19,18,18
266,23,15,15,16,25,21,19,23,18,21,16,22,19,18,18
267,23,15,15,16,24,21,18,23,18,21,16,22,19,18,18
268,23,15,15,16,24,21,18,23,18,21,16,22,19,18,18
269,22,15,15,16,24,21,18,23,18,20,16,22,19,18,17
270,21,15,15,16,24,21,18,23,18,19,16,22,19,18,17
271,21,15,15,16,23,21,18,23,18,19,16,22,19,18,17
272,21,15,15,16,23,21,18,23,18,19,16,22,19,18,17
273,21,15,15,16,22,21,18,23,17,19,16,22,19,18,17
274,21,15,15,16,22,21,18,23,17,18,16,22,19,18,17
275,21,15,15,16,21,21,18,22,17,18,16,22,19,18,17
276,21,15,15,16,21,21,17,22,17,18,16,22,18,18,17
277,20,15,15,16,21,20,17,22,17,18,16,22,18,18,17
278,20,15,15,16,21,20,17,22,17,17,16,22,18,18,17
279,20,15,15,16,21,20,17,22,17,17,16,22,18,18,17
280,19,15,15,16,19,20,17,22,16,17,16,22,18,18,17
281,19,14,15,16,19,20,17,22,16,17,15,22,18,18,17
282,19,14,15,16,19,20,17,22,16,17,14,22,18,18,16
283,19,14,15,16,19,20,17,22,15,17,14,22,18,18,16
284,19,13,15,16,19,20,17,22,15,17,14,22,18,18,16
285,19,13,15,16,19,20,17,21,15,17,14,22,18,18,16
286,18,13,15,16,19,20,17,21,15,17,14,22,18,18,16
287,18,13,15,16,18,20,17,21,15,17,13,22,18,18,16
288,18,13,15,16,18,20,16,21,15,17,13,22,18,18,16
289,18,13,15,16,18,20,16,21,15,17,13,22,18,18,15
290,18,13,15,16,18,19,16,21,15,17,13,22,18,18,15
291,18,13,15,16,18,19,16,21,15,17,13,22,18,18,15
292,18,13,15,16,18,19,16,21,15,17,13,22,18,18,15
293,18,13,15,16,18,19,16,21,15,17,13,22,18,17,15
294,18,13,15,16,18,19,16,21,15,16,13,22,18,17,15
295,18,13,15,16,18,19,16,21,15,16,13,22,18,16,15
296,18,13,15,16,18,19,15,21,15,16,13,21,18,16,15
297,17,13,15,16,18,19,15,21,15,16,13,21,18,16,15
298,16,13,15,16,18,19,15,21,15,16,13,20,18,16,15
299,16,13,15,16,17,19,15,21,15,16,13,19,18,16,15
300,16,13,15,16,17,19,15,21,15,16,13,19,18,16,15
301,16,13,15,16,17,19,15,21,15,16,13,19,18,16,15
302,16,13,15,16,17,19,15,21,15,16,13,19,18,16,15
303,16,13,15,15,17,19,14,21,15,16,13,19,18,16,15
304,16,13,15,15,17,19,14,21,15,16,13,19,16,16,15
305,16,13,15,15,17,19,14,21,15,15,13,19,16,16,15
306,16,13,15,15,17,19,13,21,15,15,13,19,16,16,15
307,16,13,15,15,16,19,13,20,15,15,13,18,16,16,15
308,16,12,15,15,16,19,12,20,15,15,13,17,16,16,15
309,16,12,15,15,16,19,12,20,15,15,13,16,16,15,15
310,15,12,15,14,16,19,12,20,15,15,13,15,16,15,15
311,15,12,15,14,16,19,12,20,15,15,13,15,16,15,15
312,15,12,15,14,16,19,12,20,15,15,13,15,16,15,15
313,15,12,15,14,16,18,12,19,15,15,13,15,16,15,15
314,15,12,15,14,16,18,12,19,15,15,13,15,16,15,15
315,15,12,15,14,16,18,12,19,15,15,13,15,16,15,15
316,15,12,15,14,16,18,12,19,15,15,13,15,16,15,15
317,15,12,14,14,16,18,12,18,15,15,13,15,16,15,15
318,15,12,14,13,16,18,12,18,15,14,13,15,16,15,15
319,15,12,14,13,16,18,12,18,15,13,13,15,16,15,15
320,15,12,14,13,16,18,12,18,15,13,13,15,16,15,15
321,15,11,14,13,16,18,12,18,15,13,13,15,16,15,14
322,15,11,14,13,16,18,12,18,15,13,13,15,15,15,14
323,15,11,14,12,16,18,12,17,15,13,13,14,15,15,14
324,15,11,14,12,16,18,12,17,14,13,13,14,14,15,14
325,15,11,13,12,16,17,12,17,14,13,13,14,14,15,14
326,15,11,13,12,16,17,12,17,14,13,13,14,14,15,14
327,15,11,13,11,15,17,12,17,14,13,13,14,14,15,14
328,15,11,12,11,15,17,12,17,14,13,13,14,14,15,14
329,15,11,12,10,15,17,11,17,14,13,13,14,14,14,14
330,14,11,12,10,15,16,11,17,14,13,13,14,14,14,14
331,14,11,12,10,15,16,11,17,14,13,13,14,14,13,14
332,14,11,12,8,15,16,11,17,14,13,12,14,14,13,14
333,14,11,12,8,15,16,11,17,14,13,12,14,14,13,14
334,13,11,12,8,15,16,11,17,14,13,12,14,13,13,14
335,12,11,12,8,15,16,11,17,14,13,12,14,13,13,14
336,12,11,12,8,15,16,11,17,14,13,12,13,13,13,14
337,12,11,12,8,15,16,11,16,14,13,12,13,13,13,14
338,12,11,12,8,15,16,11,16,14,13,12,13,13,13,14
339,12,11,11,8,15,16,11,16,14,13,12,13,13,13,14
340,12,11,11,8,15,15,11,16,14,13,11,13,13,13,13
341,12,11,11,8,15,15,11,16,14,13,11,13,13,13,13
342,12,11,11,8,15,15,11,16,14,13,11,13,13,13,13
343,12,11,11,8,15,15,11,15,14,13,11,13,13,13,13
344,12,11,11,8,15,15,11,15,13,13,11,13,13,13,13
345,12,11,11,8,15,15,11,15,13,13,11,13,13,13,13
346,12,11,11,8,14,15,11,15,13,13,11,13,13,13,13
347,11,11,11,8,14,15,11,15,13,13,11,13,13,13,13
348,11,11,11,8,13,15,11,15,13,12,11,13,13,13,13
349,11,11,11,8,13,15,11,15,13,12,11,13,13,13,13
350,11,11,11,8,13,15,11,15,13,12,11,13,13,13,12
351,11,11,11,8,13,15,11,15,13,12,11,13,13,13,12
352,11,11,11,8,13,15,11,15,13,12,11,13,13,13,12
353,11,11,11,8,13,15,10,15,13,12,11,13,13,13,12
354,11,11,11,8,13,15,10,15,13,11,11,13,13,13,12
355,11,11,11,8,13,15,10,15,13,11,11,13,13,13,12
356,11,11,11,8,13,15,10,14,13,11,11,12,13,13,12
357,11,11,11,8,13,15,10,14,13,11,11,11,13,12,12
358,11,11,11,8,12,15,10,14,13,11,11,11,12,12,12
359,10,11,11,8,11,15,10,14,13,11,11,11,12,12,12
360,10,11,11,8,11,15,10,14,13,11,11,11,12,12,12
361,10,11,11,8,11,15,10,14,13,11,11,11,12,12,12
362,10,11,11,7,11,15,10,14,13,11,11,11,12,11,12
363,10,11,11,7,11,15,10,14,12,11,11,11,12,10,12
364,10,11,11,7,11,13,10,13,12,11,10,11,12,10,12
365,10,11,11,7,11,13,10,13,12,11,10,10,12,10,12
366,10,10,11,7,11,13,10,12,12,11,10,10,12,10,12
367,10,10,11,7,11,12,10,11,12,11,10,10,12,10,12
368,10,9,11,6,11,11,10,11,12,11,10,10,12,10,12
369,9,9,11,6,11,11,10,11,12,11,10,10,12,10,12
370,9,9,11,6,11,11,10,10,12,11,9,10,12,10,12
371,9,9,10,6,11,11,10,10,12,11,9,10,12,10,12
372,9,9,10,6,11,10,10,10,12,11,9,10,12,10,12
373,8,9,10,6,11,10,9,10,12,11,9,10,12,10,12
374,8,9,10,6,11,10,9,10,12,11,9,10,12,10,12
375,8,9,10,6,11,10,9,10,12,11,9,9,12,10,12
376,8,9,10,6,11,10,9,10,12,11,9,9,12,10,12
377,8,9,10,6,11,10,9,10,12,11,9,9,12,10,12
378,8,8,10,6,11,10,9,10,12,11,9,9,12,10,12
379,8,8,10,6,11,10,9,10,12,11,9,9,11,10,12
380,8,8,10,6,11,10,9,10,12,11,9,9,10,10,12
381,8,8,10,6,11,10,9,10,12,11,9,9,10,10,12
382,7,8,10,6,11,10,9,10,12,11,9,9,10,10,12
383,7,8,10,6,11,10,8,10,12,11,9,9,10,10,12
384,7,8,10,6,11,10,8,10,12,11,9,9,10,10,12
385,7,8,10,6,11,10,8,10,11,11,9,9,10,10,12
386,7,8,10,6,11,10,8,10,11,11,8,9,10,10,12
387,7,8,10,6,11,10,8,10,11,11,8,9,10,10,12
388,7,8,10,6,11,10,8,10,11,11,8,9,10,10,12
389,7,8,10,6,11,10,8,9,11,11,8,9,10,10,12
390,7,8,10,6,11,10,8,8,11,11,8,9,10,10,12
391,7,8,10,6,11,10,8,8,10,11,8,9,10,10,12
392,7,8,10,6,11,10,8,8,10,11,8,9,10,10,12
393,7,8,10,6,11,10,8,8,10,11,8,9,10,10,12
394,7,8,10,6,11,10,8,8,10,11,8,9,10,10,12
395,7,8,10,6,11,10,8,8,10,11,8,9,10,10,12
396,7,8,10,6,11,10,8,8,10,11,8,9,10,9,12
397,7,8,10,6,11,10,8,8,10,11,8,9,10,9,11
398,7,8,9,6,11,10,8,8,10,11,8,9,10,9,11
399,7,8,9,6,11,10,8,8,10,11,8,9,10,9,11
400,7,8,9,6,11,10,8,8,10,11,8,9,10,9,11
401,7,8,9,6,11,10,8,8,10,11,8,9,10,9,11
402,7,8,9,6,11,10,8,8,10,11,8,8,10,8,11
403,7,8,9,6,11,10,7,7,10,11,8,8,10,8,11
404,7,8,9,6,11,10,7,7,10,11,8,8,10,8,11
405,7,8,9,6,11,10,7,7,10,11,8,8,10,8,11
406,7,8,9,6,11,10,7,7,10,11,8,8,10,8,11
407,7,8,9,6,11,10,7,7,10,11,8,8,10,8,11
408,7,7,9,6,11,10,7,7,10,11,8,8,10,8,11
409,7,7,9,5,11,10,7,7,10,11,8,8,10,8,11
410,7,7,9,5,11,10,7,7,10,11,8,8,10,8,10
411,7,7,9,5,11,10,7,7,10,10,8,8,10,8,10
412,7,7,9,5,11,10,7,7,10,10,8,8,10,8,10
413,7,7,9,5,11,10,7,7,10,10,8,7,10,8,10
414,7,7,9,5,11,10,7,7,10,10,8,7,10,8,10
415,7,7,9,5,10,10,7,7,10,10,8,7,10,8,9
416,7,7,9,5,10,10,7,7,10,10,8,7,10,8,9
417,7,7,9,5,10,10,7,7,10,10,8,7,10,8,9
418,7,7,9,5,10,10,7,7,10,10,8,7,10,8,9
419,7,7,9,5,10,10,7,7,10,10,8,7,10,8,9
420,7,7,9,5,10,10,7,7,10,10,8,6,10,8,9
421,7,7,9,5,10,10,7,7,10,10,8,6,10,8,9
422,7,7,9,5,10,10,7,7,10,10,8,6,10,8,9
423,7,7,9,5,10,10,7,6,10,10,8,6,10,8,8
424,7,7,9,5,10,10,7,6,10,10,8,6,10,8,8
425,7,7,9,5,10,10,7,6,10,10,8,6,9,8,8
426,7,7,9,5,10,10,7,6,10,10,8,6,9,8,8
427,7,7,9,5,9,10,7,6,9,10,8,6,9,8,8
428,7,7,9,5,9,9,7,6,9,10,8,6,9,8,8
